"preprocessing","split","age_category","imbalancing_method","predictor_method","define_recid_method","recidivism_prob"
"Method_A","1:2","age_cat_nij","Female Only","protected","2yr",0.122369989677254
"Method_B","1:2","age_cat_nij","Female Only","protected","2yr",0.122369989677254
"Method_C","1:2","age_cat_nij","Female Only","protected","2yr",0.122369989677254
"Method_A","6:4","age_cat_nij","Female Only","protected","2yr",0.0257953678062376
"Method_B","6:4","age_cat_nij","Female Only","protected","2yr",0.0257953678062376
"Method_C","6:4","age_cat_nij","Female Only","protected","2yr",0.0257953678062376
"Method_A","7:3","age_cat_nij","Female Only","protected","2yr",0.0731521378727035
"Method_B","7:3","age_cat_nij","Female Only","protected","2yr",0.0731521378727035
"Method_C","7:3","age_cat_nij","Female Only","protected","2yr",0.0731521378727035
"Method_A","8:2","age_cat_nij","Female Only","protected","2yr",0.113186416579226
"Method_B","8:2","age_cat_nij","Female Only","protected","2yr",0.113186416579226
"Method_C","8:2","age_cat_nij","Female Only","protected","2yr",0.113186416579226
"Method_A","1:2","raw_age_year","Weighting","protected","2yr",0.173804118070492
"Method_B","1:2","raw_age_year","Weighting","protected","2yr",0.173804118070492
"Method_C","1:2","raw_age_year","Weighting","protected","2yr",0.173804118070492
"Method_A","6:4","raw_age_year","Weighting","protected","2yr",0.174381143246699
"Method_B","6:4","raw_age_year","Weighting","protected","2yr",0.174381143246699
"Method_C","6:4","raw_age_year","Weighting","protected","2yr",0.174381143246699
"Method_A","7:3","raw_age_year","Weighting","protected","2yr",0.183632505547318
"Method_B","7:3","raw_age_year","Weighting","protected","2yr",0.183632505547318
"Method_C","7:3","raw_age_year","Weighting","protected","2yr",0.183632505547318
"Method_A","8:2","raw_age_year","Weighting","protected","2yr",0.17647358335546
"Method_B","8:2","raw_age_year","Weighting","protected","2yr",0.17647358335546
"Method_C","8:2","raw_age_year","Weighting","protected","2yr",0.17647358335546
"Method_A","1:2","age_cat_compas","Weighting","protected","2yr",0.173804118070492
"Method_B","1:2","age_cat_compas","Weighting","protected","2yr",0.173804118070492
"Method_C","1:2","age_cat_compas","Weighting","protected","2yr",0.173804118070492
"Method_A","6:4","age_cat_compas","Weighting","protected","2yr",0.174381143246699
"Method_B","6:4","age_cat_compas","Weighting","protected","2yr",0.174381143246699
"Method_C","6:4","age_cat_compas","Weighting","protected","2yr",0.174381143246699
"Method_A","7:3","age_cat_compas","Weighting","protected","2yr",0.183632505547318
"Method_B","7:3","age_cat_compas","Weighting","protected","2yr",0.183632505547318
"Method_C","7:3","age_cat_compas","Weighting","protected","2yr",0.183632505547318
"Method_A","8:2","age_cat_compas","Weighting","protected","2yr",0.17647358335546
"Method_B","8:2","age_cat_compas","Weighting","protected","2yr",0.17647358335546
"Method_C","8:2","age_cat_compas","Weighting","protected","2yr",0.17647358335546
"Method_A","1:2","age_cat_nij","Weighting","protected","2yr",0.173804118070492
"Method_B","1:2","age_cat_nij","Weighting","protected","2yr",0.173804118070492
"Method_C","1:2","age_cat_nij","Weighting","protected","2yr",0.173804118070492
"Method_A","6:4","age_cat_nij","Weighting","protected","2yr",0.174381143246699
"Method_B","6:4","age_cat_nij","Weighting","protected","2yr",0.174381143246699
"Method_C","6:4","age_cat_nij","Weighting","protected","2yr",0.174381143246699
"Method_A","7:3","age_cat_nij","Weighting","protected","2yr",0.183632505547318
"Method_B","7:3","age_cat_nij","Weighting","protected","2yr",0.183632505547318
"Method_C","7:3","age_cat_nij","Weighting","protected","2yr",0.183632505547318
"Method_A","8:2","age_cat_nij","Weighting","protected","2yr",0.17647358335546
"Method_B","8:2","age_cat_nij","Weighting","protected","2yr",0.17647358335546
"Method_C","8:2","age_cat_nij","Weighting","protected","2yr",0.17647358335546
"Method_A","1:2","raw_age_year","Undersampling","full","3yr",0.0374576960388302
"Method_B","1:2","raw_age_year","Undersampling","full","3yr",0.0374576960388302
"Method_C","1:2","raw_age_year","Undersampling","full","3yr",0.0374576960388302
"Method_A","6:4","raw_age_year","Undersampling","full","3yr",0.0123272077027352
"Method_B","6:4","raw_age_year","Undersampling","full","3yr",0.0123272077027352
"Method_C","6:4","raw_age_year","Undersampling","full","3yr",0.0123272077027352
"Method_A","7:3","raw_age_year","Undersampling","full","3yr",0.0127763521739495
"Method_B","7:3","raw_age_year","Undersampling","full","3yr",0.0127763521739495
"Method_C","7:3","raw_age_year","Undersampling","full","3yr",0.0127763521739495
"Method_A","8:2","raw_age_year","Undersampling","full","3yr",0.00572224545195932
"Method_B","8:2","raw_age_year","Undersampling","full","3yr",0.00572224545195932
"Method_C","8:2","raw_age_year","Undersampling","full","3yr",0.00572224545195932
"Method_A","1:2","age_cat_compas","Undersampling","full","3yr",0.0374576960388302
"Method_B","1:2","age_cat_compas","Undersampling","full","3yr",0.0374576960388302
"Method_C","1:2","age_cat_compas","Undersampling","full","3yr",0.0374576960388302
"Method_A","6:4","age_cat_compas","Undersampling","full","3yr",0.0123272077027352
"Method_B","6:4","age_cat_compas","Undersampling","full","3yr",0.0123272077027352
"Method_C","6:4","age_cat_compas","Undersampling","full","3yr",0.0123272077027352
"Method_A","7:3","age_cat_compas","Undersampling","full","3yr",0.0127763521739495
"Method_B","7:3","age_cat_compas","Undersampling","full","3yr",0.0127763521739495
"Method_C","7:3","age_cat_compas","Undersampling","full","3yr",0.0127763521739495
"Method_A","8:2","age_cat_compas","Undersampling","full","3yr",0.00572224545195932
"Method_B","8:2","age_cat_compas","Undersampling","full","3yr",0.00572224545195932
"Method_C","8:2","age_cat_compas","Undersampling","full","3yr",0.00572224545195932
"Method_A","1:2","age_cat_nij","Undersampling","full","3yr",0.0374576960388302
"Method_B","1:2","age_cat_nij","Undersampling","full","3yr",0.0374576960388302
"Method_C","1:2","age_cat_nij","Undersampling","full","3yr",0.0374576960388302
"Method_A","6:4","age_cat_nij","Undersampling","full","3yr",0.0123272077027352
"Method_B","6:4","age_cat_nij","Undersampling","full","3yr",0.0123272077027352
"Method_C","6:4","age_cat_nij","Undersampling","full","3yr",0.0123272077027352
"Method_A","7:3","age_cat_nij","Undersampling","full","3yr",0.0127763521739495
"Method_B","7:3","age_cat_nij","Undersampling","full","3yr",0.0127763521739495
"Method_C","7:3","age_cat_nij","Undersampling","full","3yr",0.0127763521739495
"Method_A","8:2","age_cat_nij","Undersampling","full","3yr",0.00572224545195932
"Method_B","8:2","age_cat_nij","Undersampling","full","3yr",0.00572224545195932
"Method_C","8:2","age_cat_nij","Undersampling","full","3yr",0.00572224545195932
"Method_A","1:2","raw_age_year","Oversampling","full","3yr",0.0410052471809824
"Method_B","1:2","raw_age_year","Oversampling","full","3yr",0.0410052471809824
"Method_C","1:2","raw_age_year","Oversampling","full","3yr",0.0410052471809824
"Method_A","6:4","raw_age_year","Oversampling","full","3yr",0.0136519900594594
"Method_B","6:4","raw_age_year","Oversampling","full","3yr",0.0136519900594594
"Method_C","6:4","raw_age_year","Oversampling","full","3yr",0.0136519900594594
"Method_A","7:3","raw_age_year","Oversampling","full","3yr",0.0228569959006272
"Method_B","7:3","raw_age_year","Oversampling","full","3yr",0.0228569959006272
"Method_C","7:3","raw_age_year","Oversampling","full","3yr",0.0228569959006272
"Method_A","8:2","raw_age_year","Oversampling","full","3yr",0.0250833041923616
"Method_B","8:2","raw_age_year","Oversampling","full","3yr",0.0250833041923616
"Method_C","8:2","raw_age_year","Oversampling","full","3yr",0.0250833041923616
"Method_A","1:2","age_cat_compas","Oversampling","full","3yr",0.0410052471809824
"Method_B","1:2","age_cat_compas","Oversampling","full","3yr",0.0410052471809824
"Method_C","1:2","age_cat_compas","Oversampling","full","3yr",0.0410052471809824
"Method_A","6:4","age_cat_compas","Oversampling","full","3yr",0.0136519900594594
"Method_B","6:4","age_cat_compas","Oversampling","full","3yr",0.0136519900594594
"Method_C","6:4","age_cat_compas","Oversampling","full","3yr",0.0136519900594594
"Method_A","7:3","age_cat_compas","Oversampling","full","3yr",0.0228569959006272
"Method_B","7:3","age_cat_compas","Oversampling","full","3yr",0.0228569959006272
"Method_C","7:3","age_cat_compas","Oversampling","full","3yr",0.0228569959006272
"Method_A","8:2","age_cat_compas","Oversampling","full","3yr",0.0250833041923616
"Method_B","8:2","age_cat_compas","Oversampling","full","3yr",0.0250833041923616
"Method_C","8:2","age_cat_compas","Oversampling","full","3yr",0.0250833041923616
"Method_A","1:2","age_cat_nij","Oversampling","full","3yr",0.0410052471809824
"Method_B","1:2","age_cat_nij","Oversampling","full","3yr",0.0410052471809824
"Method_C","1:2","age_cat_nij","Oversampling","full","3yr",0.0410052471809824
"Method_A","6:4","age_cat_nij","Oversampling","full","3yr",0.0136519900594594
"Method_B","6:4","age_cat_nij","Oversampling","full","3yr",0.0136519900594594
"Method_C","6:4","age_cat_nij","Oversampling","full","3yr",0.0136519900594594
"Method_A","7:3","age_cat_nij","Oversampling","full","3yr",0.0228569959006272
"Method_B","7:3","age_cat_nij","Oversampling","full","3yr",0.0228569959006272
"Method_C","7:3","age_cat_nij","Oversampling","full","3yr",0.0228569959006272
"Method_A","8:2","age_cat_nij","Oversampling","full","3yr",0.0250833041923616
"Method_B","8:2","age_cat_nij","Oversampling","full","3yr",0.0250833041923616
"Method_C","8:2","age_cat_nij","Oversampling","full","3yr",0.0250833041923616
"Method_A","1:2","raw_age_year","Male Only","full","3yr",0.0891930136270698
"Method_B","1:2","raw_age_year","Male Only","full","3yr",0.0891930136270698
"Method_C","1:2","raw_age_year","Male Only","full","3yr",0.0891930136270698
"Method_A","6:4","raw_age_year","Male Only","full","3yr",0.109699612101739
"Method_B","6:4","raw_age_year","Male Only","full","3yr",0.109699612101739
"Method_C","6:4","raw_age_year","Male Only","full","3yr",0.109699612101739
"Method_A","7:3","raw_age_year","Male Only","full","3yr",0.113201125371725
"Method_B","7:3","raw_age_year","Male Only","full","3yr",0.113201125371725
"Method_C","7:3","raw_age_year","Male Only","full","3yr",0.113201125371725
"Method_A","8:2","raw_age_year","Male Only","full","3yr",0.0981217511726786
"Method_B","8:2","raw_age_year","Male Only","full","3yr",0.0981217511726786
"Method_C","8:2","raw_age_year","Male Only","full","3yr",0.0981217511726786
"Method_A","1:2","age_cat_compas","Male Only","full","3yr",0.0891930136270698
"Method_B","1:2","age_cat_compas","Male Only","full","3yr",0.0891930136270698
"Method_C","1:2","age_cat_compas","Male Only","full","3yr",0.0891930136270698
"Method_A","6:4","age_cat_compas","Male Only","full","3yr",0.109699612101739
"Method_B","6:4","age_cat_compas","Male Only","full","3yr",0.109699612101739
"Method_C","6:4","age_cat_compas","Male Only","full","3yr",0.109699612101739
"Method_A","7:3","age_cat_compas","Male Only","full","3yr",0.113201125371725
"Method_B","7:3","age_cat_compas","Male Only","full","3yr",0.113201125371725
"Method_C","7:3","age_cat_compas","Male Only","full","3yr",0.113201125371725
"Method_A","8:2","age_cat_compas","Male Only","full","3yr",0.0981217511726786
"Method_B","8:2","age_cat_compas","Male Only","full","3yr",0.0981217511726786
"Method_C","8:2","age_cat_compas","Male Only","full","3yr",0.0981217511726786
"Method_A","1:2","age_cat_nij","Male Only","full","3yr",0.0891930136270698
"Method_B","1:2","age_cat_nij","Male Only","full","3yr",0.0891930136270698
"Method_C","1:2","age_cat_nij","Male Only","full","3yr",0.0891930136270698
"Method_A","6:4","age_cat_nij","Male Only","full","3yr",0.109699612101739
"Method_B","6:4","age_cat_nij","Male Only","full","3yr",0.109699612101739
"Method_C","6:4","age_cat_nij","Male Only","full","3yr",0.109699612101739
"Method_A","7:3","age_cat_nij","Male Only","full","3yr",0.113201125371725
"Method_B","7:3","age_cat_nij","Male Only","full","3yr",0.113201125371725
"Method_C","7:3","age_cat_nij","Male Only","full","3yr",0.113201125371725
"Method_A","8:2","age_cat_nij","Male Only","full","3yr",0.0981217511726786
"Method_B","8:2","age_cat_nij","Male Only","full","3yr",0.0981217511726786
"Method_C","8:2","age_cat_nij","Male Only","full","3yr",0.0981217511726786
"Method_A","1:2","raw_age_year","Female Only","full","3yr",0.0241102509430487
"Method_B","1:2","raw_age_year","Female Only","full","3yr",0.0241102509430487
"Method_C","1:2","raw_age_year","Female Only","full","3yr",0.0241102509430487
"Method_A","6:4","raw_age_year","Female Only","full","3yr",0
"Method_B","6:4","raw_age_year","Female Only","full","3yr",0
"Method_C","6:4","raw_age_year","Female Only","full","3yr",0
"Method_A","7:3","raw_age_year","Female Only","full","3yr",1.83004344397331e-05
"Method_B","7:3","raw_age_year","Female Only","full","3yr",1.83004344397331e-05
"Method_C","7:3","raw_age_year","Female Only","full","3yr",1.83004344397331e-05
"Method_A","8:2","raw_age_year","Female Only","full","3yr",8.70826108623213e-06
"Method_B","8:2","raw_age_year","Female Only","full","3yr",8.70826108623213e-06
"Method_C","8:2","raw_age_year","Female Only","full","3yr",8.70826108623213e-06
"Method_A","1:2","age_cat_compas","Female Only","full","3yr",0.0241102509430487
"Method_B","1:2","age_cat_compas","Female Only","full","3yr",0.0241102509430487
"Method_C","1:2","age_cat_compas","Female Only","full","3yr",0.0241102509430487
"Method_A","6:4","age_cat_compas","Female Only","full","3yr",0
"Method_B","6:4","age_cat_compas","Female Only","full","3yr",0
"Method_C","6:4","age_cat_compas","Female Only","full","3yr",0
"Method_A","7:3","age_cat_compas","Female Only","full","3yr",1.83004344397331e-05
"Method_B","7:3","age_cat_compas","Female Only","full","3yr",1.83004344397331e-05
"Method_C","7:3","age_cat_compas","Female Only","full","3yr",1.83004344397331e-05
"Method_A","8:2","age_cat_compas","Female Only","full","3yr",8.70826108623213e-06
"Method_B","8:2","age_cat_compas","Female Only","full","3yr",8.70826108623213e-06
"Method_C","8:2","age_cat_compas","Female Only","full","3yr",8.70826108623213e-06
"Method_A","1:2","age_cat_nij","Female Only","full","3yr",0.0241102509430487
"Method_B","1:2","age_cat_nij","Female Only","full","3yr",0.0241102509430487
"Method_C","1:2","age_cat_nij","Female Only","full","3yr",0.0241102509430487
"Method_A","6:4","age_cat_nij","Female Only","full","3yr",0
"Method_B","6:4","age_cat_nij","Female Only","full","3yr",0
"Method_C","6:4","age_cat_nij","Female Only","full","3yr",0
"Method_A","7:3","age_cat_nij","Female Only","full","3yr",1.83004344397331e-05
"Method_B","7:3","age_cat_nij","Female Only","full","3yr",1.83004344397331e-05
"Method_C","7:3","age_cat_nij","Female Only","full","3yr",1.83004344397331e-05
"Method_A","8:2","age_cat_nij","Female Only","full","3yr",8.70826108623213e-06
"Method_B","8:2","age_cat_nij","Female Only","full","3yr",8.70826108623213e-06
"Method_C","8:2","age_cat_nij","Female Only","full","3yr",8.70826108623213e-06
"Method_A","1:2","raw_age_year","Weighting","full","3yr",0.0454280708812095
"Method_B","1:2","raw_age_year","Weighting","full","3yr",0.0454280708812095
"Method_C","1:2","raw_age_year","Weighting","full","3yr",0.0454280708812095
"Method_A","6:4","raw_age_year","Weighting","full","3yr",0.032088461391528
"Method_B","6:4","raw_age_year","Weighting","full","3yr",0.032088461391528
"Method_C","6:4","raw_age_year","Weighting","full","3yr",0.032088461391528
"Method_A","7:3","raw_age_year","Weighting","full","3yr",0.0425173248945709
"Method_B","7:3","raw_age_year","Weighting","full","3yr",0.0425173248945709
"Method_C","7:3","raw_age_year","Weighting","full","3yr",0.0425173248945709
