"preprocessing","split","age_category","imbalancing_method","predictor_method","define_recid_method","recidivism_prob"
"Method_B","6:4","raw_age_year","Weighting","final","3yr",0.99568329496135
"Method_C","6:4","raw_age_year","Weighting","final","3yr",0.99568329496135
"Method_A","7:3","raw_age_year","Weighting","final","3yr",0.997532426381204
"Method_B","7:3","raw_age_year","Weighting","final","3yr",0.997532426381204
"Method_C","7:3","raw_age_year","Weighting","final","3yr",0.997532426381204
"Method_A","8:2","raw_age_year","Weighting","final","3yr",0.997096399290552
"Method_B","8:2","raw_age_year","Weighting","final","3yr",0.997096399290552
"Method_C","8:2","raw_age_year","Weighting","final","3yr",0.997096399290552
"Method_A","1:2","age_cat_compas","Weighting","final","3yr",0.995018461907606
"Method_B","1:2","age_cat_compas","Weighting","final","3yr",0.995018461907606
"Method_C","1:2","age_cat_compas","Weighting","final","3yr",0.995018461907606
"Method_A","6:4","age_cat_compas","Weighting","final","3yr",0.99568329496135
"Method_B","6:4","age_cat_compas","Weighting","final","3yr",0.99568329496135
"Method_C","6:4","age_cat_compas","Weighting","final","3yr",0.99568329496135
"Method_A","7:3","age_cat_compas","Weighting","final","3yr",0.997532426381204
"Method_B","7:3","age_cat_compas","Weighting","final","3yr",0.997532426381204
"Method_C","7:3","age_cat_compas","Weighting","final","3yr",0.997532426381204
"Method_A","8:2","age_cat_compas","Weighting","final","3yr",0.997096399290552
"Method_B","8:2","age_cat_compas","Weighting","final","3yr",0.997096399290552
"Method_C","8:2","age_cat_compas","Weighting","final","3yr",0.997096399290552
"Method_A","1:2","age_cat_nij","Weighting","final","3yr",0.995018461907606
"Method_B","1:2","age_cat_nij","Weighting","final","3yr",0.995018461907606
"Method_C","1:2","age_cat_nij","Weighting","final","3yr",0.995018461907606
"Method_A","6:4","age_cat_nij","Weighting","final","3yr",0.99568329496135
"Method_B","6:4","age_cat_nij","Weighting","final","3yr",0.99568329496135
"Method_C","6:4","age_cat_nij","Weighting","final","3yr",0.99568329496135
"Method_A","7:3","age_cat_nij","Weighting","final","3yr",0.997532426381204
"Method_B","7:3","age_cat_nij","Weighting","final","3yr",0.997532426381204
"Method_C","7:3","age_cat_nij","Weighting","final","3yr",0.997532426381204
"Method_A","8:2","age_cat_nij","Weighting","final","3yr",0.997096399290552
"Method_B","8:2","age_cat_nij","Weighting","final","3yr",0.997096399290552
"Method_C","8:2","age_cat_nij","Weighting","final","3yr",0.997096399290552
"Method_A","1:2","raw_age_year","Undersampling","protected","3yr",0.99998358515491
"Method_B","1:2","raw_age_year","Undersampling","protected","3yr",0.99998358515491
"Method_C","1:2","raw_age_year","Undersampling","protected","3yr",0.99998358515491
"Method_A","6:4","raw_age_year","Undersampling","protected","3yr",0.995072744652597
"Method_B","6:4","raw_age_year","Undersampling","protected","3yr",0.995072744652597
"Method_C","6:4","raw_age_year","Undersampling","protected","3yr",0.995072744652597
"Method_A","7:3","raw_age_year","Undersampling","protected","3yr",0.99970914691833
"Method_B","7:3","raw_age_year","Undersampling","protected","3yr",0.99970914691833
"Method_C","7:3","raw_age_year","Undersampling","protected","3yr",0.99970914691833
"Method_A","8:2","raw_age_year","Undersampling","protected","3yr",0.999851372258278
"Method_B","8:2","raw_age_year","Undersampling","protected","3yr",0.999851372258278
"Method_C","8:2","raw_age_year","Undersampling","protected","3yr",0.999851372258278
"Method_A","1:2","age_cat_compas","Undersampling","protected","3yr",0.99998358515491
"Method_B","1:2","age_cat_compas","Undersampling","protected","3yr",0.99998358515491
"Method_C","1:2","age_cat_compas","Undersampling","protected","3yr",0.99998358515491
"Method_A","6:4","age_cat_compas","Undersampling","protected","3yr",0.995072744652597
"Method_B","6:4","age_cat_compas","Undersampling","protected","3yr",0.995072744652597
"Method_C","6:4","age_cat_compas","Undersampling","protected","3yr",0.995072744652597
"Method_A","7:3","age_cat_compas","Undersampling","protected","3yr",0.99970914691833
"Method_B","7:3","age_cat_compas","Undersampling","protected","3yr",0.99970914691833
"Method_C","7:3","age_cat_compas","Undersampling","protected","3yr",0.99970914691833
"Method_A","8:2","age_cat_compas","Undersampling","protected","3yr",0.999851372258278
"Method_B","8:2","age_cat_compas","Undersampling","protected","3yr",0.999851372258278
"Method_C","8:2","age_cat_compas","Undersampling","protected","3yr",0.999851372258278
"Method_A","1:2","age_cat_nij","Undersampling","protected","3yr",0.99998358515491
"Method_B","1:2","age_cat_nij","Undersampling","protected","3yr",0.99998358515491
"Method_C","1:2","age_cat_nij","Undersampling","protected","3yr",0.99998358515491
"Method_A","6:4","age_cat_nij","Undersampling","protected","3yr",0.995072744652597
"Method_B","6:4","age_cat_nij","Undersampling","protected","3yr",0.995072744652597
"Method_C","6:4","age_cat_nij","Undersampling","protected","3yr",0.995072744652597
"Method_A","7:3","age_cat_nij","Undersampling","protected","3yr",0.99970914691833
"Method_B","7:3","age_cat_nij","Undersampling","protected","3yr",0.99970914691833
"Method_C","7:3","age_cat_nij","Undersampling","protected","3yr",0.99970914691833
"Method_A","8:2","age_cat_nij","Undersampling","protected","3yr",0.999851372258278
"Method_B","8:2","age_cat_nij","Undersampling","protected","3yr",0.999851372258278
"Method_C","8:2","age_cat_nij","Undersampling","protected","3yr",0.999851372258278
"Method_A","1:2","raw_age_year","Oversampling","protected","3yr",0.773950788784454
"Method_B","1:2","raw_age_year","Oversampling","protected","3yr",0.773950788784454
"Method_C","1:2","raw_age_year","Oversampling","protected","3yr",0.773950788784454
"Method_A","6:4","raw_age_year","Oversampling","protected","3yr",0.823478624070217
"Method_B","6:4","raw_age_year","Oversampling","protected","3yr",0.823478624070217
"Method_C","6:4","raw_age_year","Oversampling","protected","3yr",0.823478624070217
"Method_A","7:3","raw_age_year","Oversampling","protected","3yr",0.82568471612534
"Method_B","7:3","raw_age_year","Oversampling","protected","3yr",0.82568471612534
"Method_C","7:3","raw_age_year","Oversampling","protected","3yr",0.82568471612534
"Method_A","8:2","raw_age_year","Oversampling","protected","3yr",0.765100771810594
"Method_B","8:2","raw_age_year","Oversampling","protected","3yr",0.765100771810594
"Method_C","8:2","raw_age_year","Oversampling","protected","3yr",0.765100771810594
"Method_A","1:2","age_cat_compas","Oversampling","protected","3yr",0.773950788784454
"Method_B","1:2","age_cat_compas","Oversampling","protected","3yr",0.773950788784454
"Method_C","1:2","age_cat_compas","Oversampling","protected","3yr",0.773950788784454
"Method_A","6:4","age_cat_compas","Oversampling","protected","3yr",0.823478624070217
"Method_B","6:4","age_cat_compas","Oversampling","protected","3yr",0.823478624070217
"Method_C","6:4","age_cat_compas","Oversampling","protected","3yr",0.823478624070217
"Method_A","7:3","age_cat_compas","Oversampling","protected","3yr",0.82568471612534
"Method_B","7:3","age_cat_compas","Oversampling","protected","3yr",0.82568471612534
"Method_C","7:3","age_cat_compas","Oversampling","protected","3yr",0.82568471612534
"Method_A","8:2","age_cat_compas","Oversampling","protected","3yr",0.765100771810594
"Method_B","8:2","age_cat_compas","Oversampling","protected","3yr",0.765100771810594
"Method_C","8:2","age_cat_compas","Oversampling","protected","3yr",0.765100771810594
"Method_A","1:2","age_cat_nij","Oversampling","protected","3yr",0.773950788784454
"Method_B","1:2","age_cat_nij","Oversampling","protected","3yr",0.773950788784454
"Method_C","1:2","age_cat_nij","Oversampling","protected","3yr",0.773950788784454
"Method_A","6:4","age_cat_nij","Oversampling","protected","3yr",0.823478624070217
"Method_B","6:4","age_cat_nij","Oversampling","protected","3yr",0.823478624070217
"Method_C","6:4","age_cat_nij","Oversampling","protected","3yr",0.823478624070217
"Method_A","7:3","age_cat_nij","Oversampling","protected","3yr",0.82568471612534
"Method_B","7:3","age_cat_nij","Oversampling","protected","3yr",0.82568471612534
"Method_C","7:3","age_cat_nij","Oversampling","protected","3yr",0.82568471612534
"Method_A","8:2","age_cat_nij","Oversampling","protected","3yr",0.765100771810594
"Method_B","8:2","age_cat_nij","Oversampling","protected","3yr",0.765100771810594
"Method_C","8:2","age_cat_nij","Oversampling","protected","3yr",0.765100771810594
"Method_A","1:2","raw_age_year","Male Only","protected","3yr",0.825195641131953
"Method_B","1:2","raw_age_year","Male Only","protected","3yr",0.825195641131953
"Method_C","1:2","raw_age_year","Male Only","protected","3yr",0.825195641131953
"Method_A","6:4","raw_age_year","Male Only","protected","3yr",0.813904979376215
"Method_B","6:4","raw_age_year","Male Only","protected","3yr",0.813904979376215
"Method_C","6:4","raw_age_year","Male Only","protected","3yr",0.813904979376215
"Method_A","7:3","raw_age_year","Male Only","protected","3yr",0.79847063099668
"Method_B","7:3","raw_age_year","Male Only","protected","3yr",0.79847063099668
"Method_C","7:3","raw_age_year","Male Only","protected","3yr",0.79847063099668
"Method_A","8:2","raw_age_year","Male Only","protected","3yr",0.795430140793213
"Method_B","8:2","raw_age_year","Male Only","protected","3yr",0.795430140793213
"Method_C","8:2","raw_age_year","Male Only","protected","3yr",0.795430140793213
"Method_A","1:2","age_cat_compas","Male Only","protected","3yr",0.825195641131953
"Method_B","1:2","age_cat_compas","Male Only","protected","3yr",0.825195641131953
"Method_C","1:2","age_cat_compas","Male Only","protected","3yr",0.825195641131953
"Method_A","6:4","age_cat_compas","Male Only","protected","3yr",0.813904979376215
"Method_B","6:4","age_cat_compas","Male Only","protected","3yr",0.813904979376215
"Method_C","6:4","age_cat_compas","Male Only","protected","3yr",0.813904979376215
"Method_A","7:3","age_cat_compas","Male Only","protected","3yr",0.79847063099668
"Method_B","7:3","age_cat_compas","Male Only","protected","3yr",0.79847063099668
"Method_C","7:3","age_cat_compas","Male Only","protected","3yr",0.79847063099668
"Method_A","8:2","age_cat_compas","Male Only","protected","3yr",0.795430140793213
"Method_B","8:2","age_cat_compas","Male Only","protected","3yr",0.795430140793213
"Method_C","8:2","age_cat_compas","Male Only","protected","3yr",0.795430140793213
"Method_A","1:2","age_cat_nij","Male Only","protected","3yr",0.825195641131953
"Method_B","1:2","age_cat_nij","Male Only","protected","3yr",0.825195641131953
"Method_C","1:2","age_cat_nij","Male Only","protected","3yr",0.825195641131953
"Method_A","6:4","age_cat_nij","Male Only","protected","3yr",0.813904979376215
"Method_B","6:4","age_cat_nij","Male Only","protected","3yr",0.813904979376215
"Method_C","6:4","age_cat_nij","Male Only","protected","3yr",0.813904979376215
"Method_A","7:3","age_cat_nij","Male Only","protected","3yr",0.79847063099668
"Method_B","7:3","age_cat_nij","Male Only","protected","3yr",0.79847063099668
"Method_C","7:3","age_cat_nij","Male Only","protected","3yr",0.79847063099668
"Method_A","8:2","age_cat_nij","Male Only","protected","3yr",0.795430140793213
"Method_B","8:2","age_cat_nij","Male Only","protected","3yr",0.795430140793213
"Method_C","8:2","age_cat_nij","Male Only","protected","3yr",0.795430140793213
"Method_A","1:2","raw_age_year","Female Only","protected","3yr",0.320602974243042
"Method_B","1:2","raw_age_year","Female Only","protected","3yr",0.320602974243042
"Method_C","1:2","raw_age_year","Female Only","protected","3yr",0.320602974243042
"Method_A","6:4","raw_age_year","Female Only","protected","3yr",0.0169850482165831
"Method_B","6:4","raw_age_year","Female Only","protected","3yr",0.0169850482165831
"Method_C","6:4","raw_age_year","Female Only","protected","3yr",0.0169850482165831
"Method_A","7:3","raw_age_year","Female Only","protected","3yr",0.307873986740593
"Method_B","7:3","raw_age_year","Female Only","protected","3yr",0.307873986740593
"Method_C","7:3","raw_age_year","Female Only","protected","3yr",0.307873986740593
"Method_A","8:2","raw_age_year","Female Only","protected","3yr",0.187733826084155
"Method_B","8:2","raw_age_year","Female Only","protected","3yr",0.187733826084155
"Method_C","8:2","raw_age_year","Female Only","protected","3yr",0.187733826084155
"Method_A","1:2","age_cat_compas","Female Only","protected","3yr",0.320602974243042
"Method_B","1:2","age_cat_compas","Female Only","protected","3yr",0.320602974243042
"Method_C","1:2","age_cat_compas","Female Only","protected","3yr",0.320602974243042
"Method_A","6:4","age_cat_compas","Female Only","protected","3yr",0.0169850482165831
"Method_B","6:4","age_cat_compas","Female Only","protected","3yr",0.0169850482165831
"Method_C","6:4","age_cat_compas","Female Only","protected","3yr",0.0169850482165831
"Method_A","7:3","age_cat_compas","Female Only","protected","3yr",0.307873986740593
"Method_B","7:3","age_cat_compas","Female Only","protected","3yr",0.307873986740593
"Method_C","7:3","age_cat_compas","Female Only","protected","3yr",0.307873986740593
"Method_A","8:2","age_cat_compas","Female Only","protected","3yr",0.187733826084155
"Method_B","8:2","age_cat_compas","Female Only","protected","3yr",0.187733826084155
"Method_C","8:2","age_cat_compas","Female Only","protected","3yr",0.187733826084155
"Method_A","1:2","age_cat_nij","Female Only","protected","3yr",0.320602974243042
"Method_B","1:2","age_cat_nij","Female Only","protected","3yr",0.320602974243042
"Method_C","1:2","age_cat_nij","Female Only","protected","3yr",0.320602974243042
"Method_A","6:4","age_cat_nij","Female Only","protected","3yr",0.0169850482165831
"Method_B","6:4","age_cat_nij","Female Only","protected","3yr",0.0169850482165831
"Method_C","6:4","age_cat_nij","Female Only","protected","3yr",0.0169850482165831
"Method_A","7:3","age_cat_nij","Female Only","protected","3yr",0.307873986740593
"Method_B","7:3","age_cat_nij","Female Only","protected","3yr",0.307873986740593
"Method_C","7:3","age_cat_nij","Female Only","protected","3yr",0.307873986740593
"Method_A","8:2","age_cat_nij","Female Only","protected","3yr",0.187733826084155
"Method_B","8:2","age_cat_nij","Female Only","protected","3yr",0.187733826084155
"Method_C","8:2","age_cat_nij","Female Only","protected","3yr",0.187733826084155
"Method_A","1:2","raw_age_year","Weighting","protected","3yr",0.826149564430674
"Method_B","1:2","raw_age_year","Weighting","protected","3yr",0.826149564430674
"Method_C","1:2","raw_age_year","Weighting","protected","3yr",0.826149564430674
"Method_A","6:4","raw_age_year","Weighting","protected","3yr",0.820027561250253
"Method_B","6:4","raw_age_year","Weighting","protected","3yr",0.820027561250253
"Method_C","6:4","raw_age_year","Weighting","protected","3yr",0.820027561250253
"Method_A","7:3","raw_age_year","Weighting","protected","3yr",0.802965159724362
"Method_B","7:3","raw_age_year","Weighting","protected","3yr",0.802965159724362
"Method_C","7:3","raw_age_year","Weighting","protected","3yr",0.802965159724362
"Method_A","8:2","raw_age_year","Weighting","protected","3yr",0.797901224183295
"Method_B","8:2","raw_age_year","Weighting","protected","3yr",0.797901224183295
"Method_C","8:2","raw_age_year","Weighting","protected","3yr",0.797901224183295
"Method_A","1:2","age_cat_compas","Weighting","protected","3yr",0.826149564430674
"Method_B","1:2","age_cat_compas","Weighting","protected","3yr",0.826149564430674
"Method_C","1:2","age_cat_compas","Weighting","protected","3yr",0.826149564430674
"Method_A","6:4","age_cat_compas","Weighting","protected","3yr",0.820027561250253
"Method_B","6:4","age_cat_compas","Weighting","protected","3yr",0.820027561250253
"Method_C","6:4","age_cat_compas","Weighting","protected","3yr",0.820027561250253
"Method_A","7:3","age_cat_compas","Weighting","protected","3yr",0.802965159724362
"Method_B","7:3","age_cat_compas","Weighting","protected","3yr",0.802965159724362
"Method_C","7:3","age_cat_compas","Weighting","protected","3yr",0.802965159724362
"Method_A","8:2","age_cat_compas","Weighting","protected","3yr",0.797901224183295
"Method_B","8:2","age_cat_compas","Weighting","protected","3yr",0.797901224183295
"Method_C","8:2","age_cat_compas","Weighting","protected","3yr",0.797901224183295
"Method_A","1:2","age_cat_nij","Weighting","protected","3yr",0.826149564430674
"Method_B","1:2","age_cat_nij","Weighting","protected","3yr",0.826149564430674
"Method_C","1:2","age_cat_nij","Weighting","protected","3yr",0.826149564430674
"Method_A","6:4","age_cat_nij","Weighting","protected","3yr",0.820027561250253
"Method_B","6:4","age_cat_nij","Weighting","protected","3yr",0.820027561250253
"Method_C","6:4","age_cat_nij","Weighting","protected","3yr",0.820027561250253
"Method_A","7:3","age_cat_nij","Weighting","protected","3yr",0.802965159724362
"Method_B","7:3","age_cat_nij","Weighting","protected","3yr",0.802965159724362
"Method_C","7:3","age_cat_nij","Weighting","protected","3yr",0.802965159724362
"Method_A","8:2","age_cat_nij","Weighting","protected","3yr",0.797901224183295
"Method_B","8:2","age_cat_nij","Weighting","protected","3yr",0.797901224183295
"Method_C","8:2","age_cat_nij","Weighting","protected","3yr",0.797901224183295
"Method_A","1:2","raw_age_year","Undersampling","full","4yr",1
"Method_B","1:2","raw_age_year","Undersampling","full","4yr",1
"Method_C","1:2","raw_age_year","Undersampling","full","4yr",1
"Method_A","6:4","raw_age_year","Undersampling","full","4yr",0.999999999978117
"Method_B","6:4","raw_age_year","Undersampling","full","4yr",0.999999999978117
"Method_C","6:4","raw_age_year","Undersampling","full","4yr",0.999999999978117
"Method_A","7:3","raw_age_year","Undersampling","full","4yr",1
"Method_B","7:3","raw_age_year","Undersampling","full","4yr",1
"Method_C","7:3","raw_age_year","Undersampling","full","4yr",1
"Method_A","8:2","raw_age_year","Undersampling","full","4yr",1
"Method_B","8:2","raw_age_year","Undersampling","full","4yr",1
"Method_C","8:2","raw_age_year","Undersampling","full","4yr",1
"Method_A","1:2","age_cat_compas","Undersampling","full","4yr",1
"Method_B","1:2","age_cat_compas","Undersampling","full","4yr",1
"Method_C","1:2","age_cat_compas","Undersampling","full","4yr",1
"Method_A","6:4","age_cat_compas","Undersampling","full","4yr",0.999999999978117
"Method_B","6:4","age_cat_compas","Undersampling","full","4yr",0.999999999978117
"Method_C","6:4","age_cat_compas","Undersampling","full","4yr",0.999999999978117
"Method_A","7:3","age_cat_compas","Undersampling","full","4yr",1
"Method_B","7:3","age_cat_compas","Undersampling","full","4yr",1
"Method_C","7:3","age_cat_compas","Undersampling","full","4yr",1
"Method_A","8:2","age_cat_compas","Undersampling","full","4yr",1
"Method_B","8:2","age_cat_compas","Undersampling","full","4yr",1
"Method_C","8:2","age_cat_compas","Undersampling","full","4yr",1
"Method_A","1:2","age_cat_nij","Undersampling","full","4yr",1
"Method_B","1:2","age_cat_nij","Undersampling","full","4yr",1
"Method_C","1:2","age_cat_nij","Undersampling","full","4yr",1
"Method_A","6:4","age_cat_nij","Undersampling","full","4yr",0.999999999978117
"Method_B","6:4","age_cat_nij","Undersampling","full","4yr",0.999999999978117
"Method_C","6:4","age_cat_nij","Undersampling","full","4yr",0.999999999978117
"Method_A","7:3","age_cat_nij","Undersampling","full","4yr",1
"Method_B","7:3","age_cat_nij","Undersampling","full","4yr",1
"Method_C","7:3","age_cat_nij","Undersampling","full","4yr",1
"Method_A","8:2","age_cat_nij","Undersampling","full","4yr",1
"Method_B","8:2","age_cat_nij","Undersampling","full","4yr",1
"Method_C","8:2","age_cat_nij","Undersampling","full","4yr",1
"Method_A","1:2","raw_age_year","Oversampling","full","4yr",0.978076585848542
"Method_B","1:2","raw_age_year","Oversampling","full","4yr",0.978076585848542
"Method_C","1:2","raw_age_year","Oversampling","full","4yr",0.978076585848542
"Method_A","6:4","raw_age_year","Oversampling","full","4yr",0.981749015896597
"Method_B","6:4","raw_age_year","Oversampling","full","4yr",0.981749015896597
"Method_C","6:4","raw_age_year","Oversampling","full","4yr",0.981749015896597
"Method_A","7:3","raw_age_year","Oversampling","full","4yr",0.99763676101578
"Method_B","7:3","raw_age_year","Oversampling","full","4yr",0.99763676101578
"Method_C","7:3","raw_age_year","Oversampling","full","4yr",0.99763676101578
"Method_A","8:2","raw_age_year","Oversampling","full","4yr",0.986757410066583
"Method_B","8:2","raw_age_year","Oversampling","full","4yr",0.986757410066583
"Method_C","8:2","raw_age_year","Oversampling","full","4yr",0.986757410066583
"Method_A","1:2","age_cat_compas","Oversampling","full","4yr",0.978076585848542
"Method_B","1:2","age_cat_compas","Oversampling","full","4yr",0.978076585848542
"Method_C","1:2","age_cat_compas","Oversampling","full","4yr",0.978076585848542
"Method_A","6:4","age_cat_compas","Oversampling","full","4yr",0.981749015896597
"Method_B","6:4","age_cat_compas","Oversampling","full","4yr",0.981749015896597
"Method_C","6:4","age_cat_compas","Oversampling","full","4yr",0.981749015896597
"Method_A","7:3","age_cat_compas","Oversampling","full","4yr",0.99763676101578
"Method_B","7:3","age_cat_compas","Oversampling","full","4yr",0.99763676101578
"Method_C","7:3","age_cat_compas","Oversampling","full","4yr",0.99763676101578
"Method_A","8:2","age_cat_compas","Oversampling","full","4yr",0.986757410066583
"Method_B","8:2","age_cat_compas","Oversampling","full","4yr",0.986757410066583
"Method_C","8:2","age_cat_compas","Oversampling","full","4yr",0.986757410066583
"Method_A","1:2","age_cat_nij","Oversampling","full","4yr",0.978076585848542
"Method_B","1:2","age_cat_nij","Oversampling","full","4yr",0.978076585848542
"Method_C","1:2","age_cat_nij","Oversampling","full","4yr",0.978076585848542
"Method_A","6:4","age_cat_nij","Oversampling","full","4yr",0.981749015896597
"Method_B","6:4","age_cat_nij","Oversampling","full","4yr",0.981749015896597
"Method_C","6:4","age_cat_nij","Oversampling","full","4yr",0.981749015896597
"Method_A","7:3","age_cat_nij","Oversampling","full","4yr",0.99763676101578
"Method_B","7:3","age_cat_nij","Oversampling","full","4yr",0.99763676101578
"Method_C","7:3","age_cat_nij","Oversampling","full","4yr",0.99763676101578
"Method_A","8:2","age_cat_nij","Oversampling","full","4yr",0.986757410066583
"Method_B","8:2","age_cat_nij","Oversampling","full","4yr",0.986757410066583
"Method_C","8:2","age_cat_nij","Oversampling","full","4yr",0.986757410066583
"Method_A","1:2","raw_age_year","Male Only","full","4yr",0.985481377442099
"Method_B","1:2","raw_age_year","Male Only","full","4yr",0.985481377442099
"Method_C","1:2","raw_age_year","Male Only","full","4yr",0.985481377442099
"Method_A","6:4","raw_age_year","Male Only","full","4yr",0.989680988388815
"Method_B","6:4","raw_age_year","Male Only","full","4yr",0.989680988388815
"Method_C","6:4","raw_age_year","Male Only","full","4yr",0.989680988388815
"Method_A","7:3","raw_age_year","Male Only","full","4yr",0.992604837546624
"Method_B","7:3","raw_age_year","Male Only","full","4yr",0.992604837546624
"Method_C","7:3","raw_age_year","Male Only","full","4yr",0.992604837546624
"Method_A","8:2","raw_age_year","Male Only","full","4yr",0.991894290843539
"Method_B","8:2","raw_age_year","Male Only","full","4yr",0.991894290843539
"Method_C","8:2","raw_age_year","Male Only","full","4yr",0.991894290843539
"Method_A","1:2","age_cat_compas","Male Only","full","4yr",0.985481377442099
"Method_B","1:2","age_cat_compas","Male Only","full","4yr",0.985481377442099
"Method_C","1:2","age_cat_compas","Male Only","full","4yr",0.985481377442099
"Method_A","6:4","age_cat_compas","Male Only","full","4yr",0.989680988388815
"Method_B","6:4","age_cat_compas","Male Only","full","4yr",0.989680988388815
"Method_C","6:4","age_cat_compas","Male Only","full","4yr",0.989680988388815
"Method_A","7:3","age_cat_compas","Male Only","full","4yr",0.992604837546624
"Method_B","7:3","age_cat_compas","Male Only","full","4yr",0.992604837546624
"Method_C","7:3","age_cat_compas","Male Only","full","4yr",0.992604837546624
"Method_A","8:2","age_cat_compas","Male Only","full","4yr",0.991894290843539
"Method_B","8:2","age_cat_compas","Male Only","full","4yr",0.991894290843539
"Method_C","8:2","age_cat_compas","Male Only","full","4yr",0.991894290843539
"Method_A","1:2","age_cat_nij","Male Only","full","4yr",0.985481377442099
"Method_B","1:2","age_cat_nij","Male Only","full","4yr",0.985481377442099
"Method_C","1:2","age_cat_nij","Male Only","full","4yr",0.985481377442099
"Method_A","6:4","age_cat_nij","Male Only","full","4yr",0.989680988388815
"Method_B","6:4","age_cat_nij","Male Only","full","4yr",0.989680988388815
"Method_C","6:4","age_cat_nij","Male Only","full","4yr",0.989680988388815
"Method_A","7:3","age_cat_nij","Male Only","full","4yr",0.992604837546624
"Method_B","7:3","age_cat_nij","Male Only","full","4yr",0.992604837546624
"Method_C","7:3","age_cat_nij","Male Only","full","4yr",0.992604837546624
"Method_A","8:2","age_cat_nij","Male Only","full","4yr",0.991894290843539
"Method_B","8:2","age_cat_nij","Male Only","full","4yr",0.991894290843539
"Method_C","8:2","age_cat_nij","Male Only","full","4yr",0.991894290843539
"Method_A","1:2","raw_age_year","Female Only","full","4yr",0.928812196068929
"Method_B","1:2","raw_age_year","Female Only","full","4yr",0.928812196068929
"Method_C","1:2","raw_age_year","Female Only","full","4yr",0.928812196068929
"Method_A","6:4","raw_age_year","Female Only","full","4yr",0
"Method_B","6:4","raw_age_year","Female Only","full","4yr",0
"Method_C","6:4","raw_age_year","Female Only","full","4yr",0
"Method_A","7:3","raw_age_year","Female Only","full","4yr",0.999999999999995
"Method_B","7:3","raw_age_year","Female Only","full","4yr",0.999999999999995
"Method_C","7:3","raw_age_year","Female Only","full","4yr",0.999999999999995
"Method_A","8:2","raw_age_year","Female Only","full","4yr",0.999999010248003
"Method_B","8:2","raw_age_year","Female Only","full","4yr",0.999999010248003
"Method_C","8:2","raw_age_year","Female Only","full","4yr",0.999999010248003
"Method_A","1:2","age_cat_compas","Female Only","full","4yr",0.928812196068929
"Method_B","1:2","age_cat_compas","Female Only","full","4yr",0.928812196068929
"Method_C","1:2","age_cat_compas","Female Only","full","4yr",0.928812196068929
"Method_A","6:4","age_cat_compas","Female Only","full","4yr",0
"Method_B","6:4","age_cat_compas","Female Only","full","4yr",0
"Method_C","6:4","age_cat_compas","Female Only","full","4yr",0
"Method_A","7:3","age_cat_compas","Female Only","full","4yr",0.999999999999995
"Method_B","7:3","age_cat_compas","Female Only","full","4yr",0.999999999999995
"Method_C","7:3","age_cat_compas","Female Only","full","4yr",0.999999999999995
"Method_A","8:2","age_cat_compas","Female Only","full","4yr",0.999999010248003
"Method_B","8:2","age_cat_compas","Female Only","full","4yr",0.999999010248003
"Method_C","8:2","age_cat_compas","Female Only","full","4yr",0.999999010248003
"Method_A","1:2","age_cat_nij","Female Only","full","4yr",0.928812196068929
"Method_B","1:2","age_cat_nij","Female Only","full","4yr",0.928812196068929
"Method_C","1:2","age_cat_nij","Female Only","full","4yr",0.928812196068929
"Method_A","6:4","age_cat_nij","Female Only","full","4yr",0
"Method_B","6:4","age_cat_nij","Female Only","full","4yr",0
"Method_C","6:4","age_cat_nij","Female Only","full","4yr",0
"Method_A","7:3","age_cat_nij","Female Only","full","4yr",0.999999999999995
"Method_B","7:3","age_cat_nij","Female Only","full","4yr",0.999999999999995
"Method_C","7:3","age_cat_nij","Female Only","full","4yr",0.999999999999995
"Method_A","8:2","age_cat_nij","Female Only","full","4yr",0.999999010248003
"Method_B","8:2","age_cat_nij","Female Only","full","4yr",0.999999010248003
"Method_C","8:2","age_cat_nij","Female Only","full","4yr",0.999999010248003
"Method_A","1:2","raw_age_year","Weighting","full","4yr",0.985261956756925
"Method_B","1:2","raw_age_year","Weighting","full","4yr",0.985261956756925
"Method_C","1:2","raw_age_year","Weighting","full","4yr",0.985261956756925
"Method_A","6:4","raw_age_year","Weighting","full","4yr",0.989229440104314
"Method_B","6:4","raw_age_year","Weighting","full","4yr",0.989229440104314
"Method_C","6:4","raw_age_year","Weighting","full","4yr",0.989229440104314
"Method_A","7:3","raw_age_year","Weighting","full","4yr",0.993166695679896
"Method_B","7:3","raw_age_year","Weighting","full","4yr",0.993166695679896
"Method_C","7:3","raw_age_year","Weighting","full","4yr",0.993166695679896
"Method_A","8:2","raw_age_year","Weighting","full","4yr",0.992059446934414
"Method_B","8:2","raw_age_year","Weighting","full","4yr",0.992059446934414
"Method_C","8:2","raw_age_year","Weighting","full","4yr",0.992059446934414
"Method_A","1:2","age_cat_compas","Weighting","full","4yr",0.985261956756925
"Method_B","1:2","age_cat_compas","Weighting","full","4yr",0.985261956756925
"Method_C","1:2","age_cat_compas","Weighting","full","4yr",0.985261956756925
"Method_A","6:4","age_cat_compas","Weighting","full","4yr",0.989229440104314
"Method_B","6:4","age_cat_compas","Weighting","full","4yr",0.989229440104314
"Method_C","6:4","age_cat_compas","Weighting","full","4yr",0.989229440104314
"Method_A","7:3","age_cat_compas","Weighting","full","4yr",0.993166695679896
"Method_B","7:3","age_cat_compas","Weighting","full","4yr",0.993166695679896
"Method_C","7:3","age_cat_compas","Weighting","full","4yr",0.993166695679896
