"preprocessing","split","age_category","imbalancing_method","predictor_method","define_recid_method","recidivism_prob"
"Method_A","8:2","age_cat_nij","Female Only","full","2yr",0.999914612271875
"Method_B","8:2","age_cat_nij","Female Only","full","2yr",0.999914612271875
"Method_C","8:2","age_cat_nij","Female Only","full","2yr",0.999914612271875
"Method_A","1:2","raw_age_year","Weighting","full","2yr",0.935295050551025
"Method_B","1:2","raw_age_year","Weighting","full","2yr",0.935295050551025
"Method_C","1:2","raw_age_year","Weighting","full","2yr",0.935295050551025
"Method_A","6:4","raw_age_year","Weighting","full","2yr",0.947290188257004
"Method_B","6:4","raw_age_year","Weighting","full","2yr",0.947290188257004
"Method_C","6:4","raw_age_year","Weighting","full","2yr",0.947290188257004
"Method_A","7:3","raw_age_year","Weighting","full","2yr",0.961801766060957
"Method_B","7:3","raw_age_year","Weighting","full","2yr",0.961801766060957
"Method_C","7:3","raw_age_year","Weighting","full","2yr",0.961801766060957
"Method_A","8:2","raw_age_year","Weighting","full","2yr",0.95800867693178
"Method_B","8:2","raw_age_year","Weighting","full","2yr",0.95800867693178
"Method_C","8:2","raw_age_year","Weighting","full","2yr",0.95800867693178
"Method_A","1:2","age_cat_compas","Weighting","full","2yr",0.935295050551025
"Method_B","1:2","age_cat_compas","Weighting","full","2yr",0.935295050551025
"Method_C","1:2","age_cat_compas","Weighting","full","2yr",0.935295050551025
"Method_A","6:4","age_cat_compas","Weighting","full","2yr",0.947290188257004
"Method_B","6:4","age_cat_compas","Weighting","full","2yr",0.947290188257004
"Method_C","6:4","age_cat_compas","Weighting","full","2yr",0.947290188257004
"Method_A","7:3","age_cat_compas","Weighting","full","2yr",0.961801766060957
"Method_B","7:3","age_cat_compas","Weighting","full","2yr",0.961801766060957
"Method_C","7:3","age_cat_compas","Weighting","full","2yr",0.961801766060957
"Method_A","8:2","age_cat_compas","Weighting","full","2yr",0.95800867693178
"Method_B","8:2","age_cat_compas","Weighting","full","2yr",0.95800867693178
"Method_C","8:2","age_cat_compas","Weighting","full","2yr",0.95800867693178
"Method_A","1:2","age_cat_nij","Weighting","full","2yr",0.935295050551025
"Method_B","1:2","age_cat_nij","Weighting","full","2yr",0.935295050551025
"Method_C","1:2","age_cat_nij","Weighting","full","2yr",0.935295050551025
"Method_A","6:4","age_cat_nij","Weighting","full","2yr",0.947290188257004
"Method_B","6:4","age_cat_nij","Weighting","full","2yr",0.947290188257004
"Method_C","6:4","age_cat_nij","Weighting","full","2yr",0.947290188257004
"Method_A","7:3","age_cat_nij","Weighting","full","2yr",0.961801766060957
"Method_B","7:3","age_cat_nij","Weighting","full","2yr",0.961801766060957
"Method_C","7:3","age_cat_nij","Weighting","full","2yr",0.961801766060957
"Method_A","8:2","age_cat_nij","Weighting","full","2yr",0.95800867693178
"Method_B","8:2","age_cat_nij","Weighting","full","2yr",0.95800867693178
"Method_C","8:2","age_cat_nij","Weighting","full","2yr",0.95800867693178
"Method_A","1:2","raw_age_year","Undersampling","final","2yr",1
"Method_B","1:2","raw_age_year","Undersampling","final","2yr",1
"Method_C","1:2","raw_age_year","Undersampling","final","2yr",1
"Method_A","6:4","raw_age_year","Undersampling","final","2yr",0.999916346339096
"Method_B","6:4","raw_age_year","Undersampling","final","2yr",0.999916346339096
"Method_C","6:4","raw_age_year","Undersampling","final","2yr",0.999916346339096
"Method_A","7:3","raw_age_year","Undersampling","final","2yr",0.999992195253164
"Method_B","7:3","raw_age_year","Undersampling","final","2yr",0.999992195253164
"Method_C","7:3","raw_age_year","Undersampling","final","2yr",0.999992195253164
"Method_A","8:2","raw_age_year","Undersampling","final","2yr",1
"Method_B","8:2","raw_age_year","Undersampling","final","2yr",1
"Method_C","8:2","raw_age_year","Undersampling","final","2yr",1
"Method_A","1:2","age_cat_compas","Undersampling","final","2yr",1
"Method_B","1:2","age_cat_compas","Undersampling","final","2yr",1
"Method_C","1:2","age_cat_compas","Undersampling","final","2yr",1
"Method_A","6:4","age_cat_compas","Undersampling","final","2yr",0.999916346339096
"Method_B","6:4","age_cat_compas","Undersampling","final","2yr",0.999916346339096
"Method_C","6:4","age_cat_compas","Undersampling","final","2yr",0.999916346339096
"Method_A","7:3","age_cat_compas","Undersampling","final","2yr",0.999992195253164
"Method_B","7:3","age_cat_compas","Undersampling","final","2yr",0.999992195253164
"Method_C","7:3","age_cat_compas","Undersampling","final","2yr",0.999992195253164
"Method_A","8:2","age_cat_compas","Undersampling","final","2yr",1
"Method_B","8:2","age_cat_compas","Undersampling","final","2yr",1
"Method_C","8:2","age_cat_compas","Undersampling","final","2yr",1
"Method_A","1:2","age_cat_nij","Undersampling","final","2yr",1
"Method_B","1:2","age_cat_nij","Undersampling","final","2yr",1
"Method_C","1:2","age_cat_nij","Undersampling","final","2yr",1
"Method_A","6:4","age_cat_nij","Undersampling","final","2yr",0.999916346339096
"Method_B","6:4","age_cat_nij","Undersampling","final","2yr",0.999916346339096
"Method_C","6:4","age_cat_nij","Undersampling","final","2yr",0.999916346339096
"Method_A","7:3","age_cat_nij","Undersampling","final","2yr",0.999992195253164
"Method_B","7:3","age_cat_nij","Undersampling","final","2yr",0.999992195253164
"Method_C","7:3","age_cat_nij","Undersampling","final","2yr",0.999992195253164
"Method_A","8:2","age_cat_nij","Undersampling","final","2yr",1
"Method_B","8:2","age_cat_nij","Undersampling","final","2yr",1
"Method_C","8:2","age_cat_nij","Undersampling","final","2yr",1
"Method_A","1:2","raw_age_year","Oversampling","final","2yr",0.986623522494613
"Method_B","1:2","raw_age_year","Oversampling","final","2yr",0.986623522494613
"Method_C","1:2","raw_age_year","Oversampling","final","2yr",0.986623522494613
"Method_A","6:4","raw_age_year","Oversampling","final","2yr",0.990951284127331
"Method_B","6:4","raw_age_year","Oversampling","final","2yr",0.990951284127331
"Method_C","6:4","raw_age_year","Oversampling","final","2yr",0.990951284127331
"Method_A","7:3","raw_age_year","Oversampling","final","2yr",0.995894164553835
"Method_B","7:3","raw_age_year","Oversampling","final","2yr",0.995894164553835
"Method_C","7:3","raw_age_year","Oversampling","final","2yr",0.995894164553835
"Method_A","8:2","raw_age_year","Oversampling","final","2yr",0.985247274497592
"Method_B","8:2","raw_age_year","Oversampling","final","2yr",0.985247274497592
"Method_C","8:2","raw_age_year","Oversampling","final","2yr",0.985247274497592
"Method_A","1:2","age_cat_compas","Oversampling","final","2yr",0.986623522494613
"Method_B","1:2","age_cat_compas","Oversampling","final","2yr",0.986623522494613
"Method_C","1:2","age_cat_compas","Oversampling","final","2yr",0.986623522494613
"Method_A","6:4","age_cat_compas","Oversampling","final","2yr",0.990951284127331
"Method_B","6:4","age_cat_compas","Oversampling","final","2yr",0.990951284127331
"Method_C","6:4","age_cat_compas","Oversampling","final","2yr",0.990951284127331
"Method_A","7:3","age_cat_compas","Oversampling","final","2yr",0.995894164553835
"Method_B","7:3","age_cat_compas","Oversampling","final","2yr",0.995894164553835
"Method_C","7:3","age_cat_compas","Oversampling","final","2yr",0.995894164553835
"Method_A","8:2","age_cat_compas","Oversampling","final","2yr",0.985247274497592
"Method_B","8:2","age_cat_compas","Oversampling","final","2yr",0.985247274497592
"Method_C","8:2","age_cat_compas","Oversampling","final","2yr",0.985247274497592
"Method_A","1:2","age_cat_nij","Oversampling","final","2yr",0.986623522494613
"Method_B","1:2","age_cat_nij","Oversampling","final","2yr",0.986623522494613
"Method_C","1:2","age_cat_nij","Oversampling","final","2yr",0.986623522494613
"Method_A","6:4","age_cat_nij","Oversampling","final","2yr",0.990951284127331
"Method_B","6:4","age_cat_nij","Oversampling","final","2yr",0.990951284127331
"Method_C","6:4","age_cat_nij","Oversampling","final","2yr",0.990951284127331
"Method_A","7:3","age_cat_nij","Oversampling","final","2yr",0.995894164553835
"Method_B","7:3","age_cat_nij","Oversampling","final","2yr",0.995894164553835
"Method_C","7:3","age_cat_nij","Oversampling","final","2yr",0.995894164553835
"Method_A","8:2","age_cat_nij","Oversampling","final","2yr",0.985247274497592
"Method_B","8:2","age_cat_nij","Oversampling","final","2yr",0.985247274497592
"Method_C","8:2","age_cat_nij","Oversampling","final","2yr",0.985247274497592
"Method_A","1:2","raw_age_year","Male Only","final","2yr",0.980991120115181
"Method_B","1:2","raw_age_year","Male Only","final","2yr",0.980991120115181
"Method_C","1:2","raw_age_year","Male Only","final","2yr",0.980991120115181
"Method_A","6:4","raw_age_year","Male Only","final","2yr",0.979598778647121
"Method_B","6:4","raw_age_year","Male Only","final","2yr",0.979598778647121
"Method_C","6:4","raw_age_year","Male Only","final","2yr",0.979598778647121
"Method_A","7:3","raw_age_year","Male Only","final","2yr",0.987277417270328
"Method_B","7:3","raw_age_year","Male Only","final","2yr",0.987277417270328
"Method_C","7:3","raw_age_year","Male Only","final","2yr",0.987277417270328
"Method_A","8:2","raw_age_year","Male Only","final","2yr",0.986808566319737
"Method_B","8:2","raw_age_year","Male Only","final","2yr",0.986808566319737
"Method_C","8:2","raw_age_year","Male Only","final","2yr",0.986808566319737
"Method_A","1:2","age_cat_compas","Male Only","final","2yr",0.980991120115181
"Method_B","1:2","age_cat_compas","Male Only","final","2yr",0.980991120115181
"Method_C","1:2","age_cat_compas","Male Only","final","2yr",0.980991120115181
"Method_A","6:4","age_cat_compas","Male Only","final","2yr",0.979598778647121
"Method_B","6:4","age_cat_compas","Male Only","final","2yr",0.979598778647121
"Method_C","6:4","age_cat_compas","Male Only","final","2yr",0.979598778647121
"Method_A","7:3","age_cat_compas","Male Only","final","2yr",0.987277417270328
"Method_B","7:3","age_cat_compas","Male Only","final","2yr",0.987277417270328
"Method_C","7:3","age_cat_compas","Male Only","final","2yr",0.987277417270328
"Method_A","8:2","age_cat_compas","Male Only","final","2yr",0.986808566319737
"Method_B","8:2","age_cat_compas","Male Only","final","2yr",0.986808566319737
"Method_C","8:2","age_cat_compas","Male Only","final","2yr",0.986808566319737
"Method_A","1:2","age_cat_nij","Male Only","final","2yr",0.980991120115181
"Method_B","1:2","age_cat_nij","Male Only","final","2yr",0.980991120115181
"Method_C","1:2","age_cat_nij","Male Only","final","2yr",0.980991120115181
"Method_A","6:4","age_cat_nij","Male Only","final","2yr",0.979598778647121
"Method_B","6:4","age_cat_nij","Male Only","final","2yr",0.979598778647121
"Method_C","6:4","age_cat_nij","Male Only","final","2yr",0.979598778647121
"Method_A","7:3","age_cat_nij","Male Only","final","2yr",0.987277417270328
"Method_B","7:3","age_cat_nij","Male Only","final","2yr",0.987277417270328
"Method_C","7:3","age_cat_nij","Male Only","final","2yr",0.987277417270328
"Method_A","8:2","age_cat_nij","Male Only","final","2yr",0.986808566319737
"Method_B","8:2","age_cat_nij","Male Only","final","2yr",0.986808566319737
"Method_C","8:2","age_cat_nij","Male Only","final","2yr",0.986808566319737
"Method_A","1:2","raw_age_year","Female Only","final","2yr",0.626265191602983
"Method_B","1:2","raw_age_year","Female Only","final","2yr",0.626265191602983
"Method_C","1:2","raw_age_year","Female Only","final","2yr",0.626265191602983
"Method_A","6:4","raw_age_year","Female Only","final","2yr",0
"Method_B","6:4","raw_age_year","Female Only","final","2yr",0
"Method_C","6:4","raw_age_year","Female Only","final","2yr",0
"Method_A","7:3","raw_age_year","Female Only","final","2yr",0.78463434320665
"Method_B","7:3","raw_age_year","Female Only","final","2yr",0.78463434320665
"Method_C","7:3","raw_age_year","Female Only","final","2yr",0.78463434320665
"Method_A","8:2","raw_age_year","Female Only","final","2yr",0.574737970741421
"Method_B","8:2","raw_age_year","Female Only","final","2yr",0.574737970741421
"Method_C","8:2","raw_age_year","Female Only","final","2yr",0.574737970741421
"Method_A","1:2","age_cat_compas","Female Only","final","2yr",0.626265191602983
"Method_B","1:2","age_cat_compas","Female Only","final","2yr",0.626265191602983
"Method_C","1:2","age_cat_compas","Female Only","final","2yr",0.626265191602983
"Method_A","6:4","age_cat_compas","Female Only","final","2yr",0
"Method_B","6:4","age_cat_compas","Female Only","final","2yr",0
"Method_C","6:4","age_cat_compas","Female Only","final","2yr",0
"Method_A","7:3","age_cat_compas","Female Only","final","2yr",0.78463434320665
"Method_B","7:3","age_cat_compas","Female Only","final","2yr",0.78463434320665
"Method_C","7:3","age_cat_compas","Female Only","final","2yr",0.78463434320665
"Method_A","8:2","age_cat_compas","Female Only","final","2yr",0.574737970741421
"Method_B","8:2","age_cat_compas","Female Only","final","2yr",0.574737970741421
"Method_C","8:2","age_cat_compas","Female Only","final","2yr",0.574737970741421
"Method_A","1:2","age_cat_nij","Female Only","final","2yr",0.626265191602983
"Method_B","1:2","age_cat_nij","Female Only","final","2yr",0.626265191602983
"Method_C","1:2","age_cat_nij","Female Only","final","2yr",0.626265191602983
"Method_A","6:4","age_cat_nij","Female Only","final","2yr",0
"Method_B","6:4","age_cat_nij","Female Only","final","2yr",0
"Method_C","6:4","age_cat_nij","Female Only","final","2yr",0
"Method_A","7:3","age_cat_nij","Female Only","final","2yr",0.78463434320665
"Method_B","7:3","age_cat_nij","Female Only","final","2yr",0.78463434320665
"Method_C","7:3","age_cat_nij","Female Only","final","2yr",0.78463434320665
"Method_A","8:2","age_cat_nij","Female Only","final","2yr",0.574737970741421
"Method_B","8:2","age_cat_nij","Female Only","final","2yr",0.574737970741421
"Method_C","8:2","age_cat_nij","Female Only","final","2yr",0.574737970741421
"Method_A","1:2","raw_age_year","Weighting","final","2yr",0.981532070705396
"Method_B","1:2","raw_age_year","Weighting","final","2yr",0.981532070705396
"Method_C","1:2","raw_age_year","Weighting","final","2yr",0.981532070705396
"Method_A","6:4","raw_age_year","Weighting","final","2yr",0.981079431646315
"Method_B","6:4","raw_age_year","Weighting","final","2yr",0.981079431646315
"Method_C","6:4","raw_age_year","Weighting","final","2yr",0.981079431646315
"Method_A","7:3","raw_age_year","Weighting","final","2yr",0.988080853725598
"Method_B","7:3","raw_age_year","Weighting","final","2yr",0.988080853725598
"Method_C","7:3","raw_age_year","Weighting","final","2yr",0.988080853725598
"Method_A","8:2","raw_age_year","Weighting","final","2yr",0.98721315353611
"Method_B","8:2","raw_age_year","Weighting","final","2yr",0.98721315353611
"Method_C","8:2","raw_age_year","Weighting","final","2yr",0.98721315353611
"Method_A","1:2","age_cat_compas","Weighting","final","2yr",0.981532070705396
"Method_B","1:2","age_cat_compas","Weighting","final","2yr",0.981532070705396
"Method_C","1:2","age_cat_compas","Weighting","final","2yr",0.981532070705396
"Method_A","6:4","age_cat_compas","Weighting","final","2yr",0.981079431646315
"Method_B","6:4","age_cat_compas","Weighting","final","2yr",0.981079431646315
"Method_C","6:4","age_cat_compas","Weighting","final","2yr",0.981079431646315
"Method_A","7:3","age_cat_compas","Weighting","final","2yr",0.988080853725598
"Method_B","7:3","age_cat_compas","Weighting","final","2yr",0.988080853725598
"Method_C","7:3","age_cat_compas","Weighting","final","2yr",0.988080853725598
"Method_A","8:2","age_cat_compas","Weighting","final","2yr",0.98721315353611
"Method_B","8:2","age_cat_compas","Weighting","final","2yr",0.98721315353611
"Method_C","8:2","age_cat_compas","Weighting","final","2yr",0.98721315353611
"Method_A","1:2","age_cat_nij","Weighting","final","2yr",0.981532070705396
"Method_B","1:2","age_cat_nij","Weighting","final","2yr",0.981532070705396
"Method_C","1:2","age_cat_nij","Weighting","final","2yr",0.981532070705396
"Method_A","6:4","age_cat_nij","Weighting","final","2yr",0.981079431646315
"Method_B","6:4","age_cat_nij","Weighting","final","2yr",0.981079431646315
"Method_C","6:4","age_cat_nij","Weighting","final","2yr",0.981079431646315
"Method_A","7:3","age_cat_nij","Weighting","final","2yr",0.988080853725598
"Method_B","7:3","age_cat_nij","Weighting","final","2yr",0.988080853725598
"Method_C","7:3","age_cat_nij","Weighting","final","2yr",0.988080853725598
"Method_A","8:2","age_cat_nij","Weighting","final","2yr",0.98721315353611
"Method_B","8:2","age_cat_nij","Weighting","final","2yr",0.98721315353611
"Method_C","8:2","age_cat_nij","Weighting","final","2yr",0.98721315353611
"Method_A","1:2","raw_age_year","Undersampling","protected","2yr",0.999714632277631
"Method_B","1:2","raw_age_year","Undersampling","protected","2yr",0.999714632277631
"Method_C","1:2","raw_age_year","Undersampling","protected","2yr",0.999714632277631
"Method_A","6:4","raw_age_year","Undersampling","protected","2yr",0.973779642586397
"Method_B","6:4","raw_age_year","Undersampling","protected","2yr",0.973779642586397
"Method_C","6:4","raw_age_year","Undersampling","protected","2yr",0.973779642586397
"Method_A","7:3","raw_age_year","Undersampling","protected","2yr",0.997179330843461
"Method_B","7:3","raw_age_year","Undersampling","protected","2yr",0.997179330843461
"Method_C","7:3","raw_age_year","Undersampling","protected","2yr",0.997179330843461
"Method_A","8:2","raw_age_year","Undersampling","protected","2yr",0.997941319184127
"Method_B","8:2","raw_age_year","Undersampling","protected","2yr",0.997941319184127
"Method_C","8:2","raw_age_year","Undersampling","protected","2yr",0.997941319184127
"Method_A","1:2","age_cat_compas","Undersampling","protected","2yr",0.999714632277631
"Method_B","1:2","age_cat_compas","Undersampling","protected","2yr",0.999714632277631
"Method_C","1:2","age_cat_compas","Undersampling","protected","2yr",0.999714632277631
"Method_A","6:4","age_cat_compas","Undersampling","protected","2yr",0.973779642586397
"Method_B","6:4","age_cat_compas","Undersampling","protected","2yr",0.973779642586397
"Method_C","6:4","age_cat_compas","Undersampling","protected","2yr",0.973779642586397
"Method_A","7:3","age_cat_compas","Undersampling","protected","2yr",0.997179330843461
"Method_B","7:3","age_cat_compas","Undersampling","protected","2yr",0.997179330843461
"Method_C","7:3","age_cat_compas","Undersampling","protected","2yr",0.997179330843461
"Method_A","8:2","age_cat_compas","Undersampling","protected","2yr",0.997941319184127
"Method_B","8:2","age_cat_compas","Undersampling","protected","2yr",0.997941319184127
"Method_C","8:2","age_cat_compas","Undersampling","protected","2yr",0.997941319184127
"Method_A","1:2","age_cat_nij","Undersampling","protected","2yr",0.999714632277631
"Method_B","1:2","age_cat_nij","Undersampling","protected","2yr",0.999714632277631
"Method_C","1:2","age_cat_nij","Undersampling","protected","2yr",0.999714632277631
"Method_A","6:4","age_cat_nij","Undersampling","protected","2yr",0.973779642586397
"Method_B","6:4","age_cat_nij","Undersampling","protected","2yr",0.973779642586397
"Method_C","6:4","age_cat_nij","Undersampling","protected","2yr",0.973779642586397
"Method_A","7:3","age_cat_nij","Undersampling","protected","2yr",0.997179330843461
"Method_B","7:3","age_cat_nij","Undersampling","protected","2yr",0.997179330843461
"Method_C","7:3","age_cat_nij","Undersampling","protected","2yr",0.997179330843461
"Method_A","8:2","age_cat_nij","Undersampling","protected","2yr",0.997941319184127
"Method_B","8:2","age_cat_nij","Undersampling","protected","2yr",0.997941319184127
"Method_C","8:2","age_cat_nij","Undersampling","protected","2yr",0.997941319184127
"Method_A","1:2","raw_age_year","Oversampling","protected","2yr",0.693635545738335
"Method_B","1:2","raw_age_year","Oversampling","protected","2yr",0.693635545738335
"Method_C","1:2","raw_age_year","Oversampling","protected","2yr",0.693635545738335
"Method_A","6:4","raw_age_year","Oversampling","protected","2yr",0.73132399322135
"Method_B","6:4","raw_age_year","Oversampling","protected","2yr",0.73132399322135
"Method_C","6:4","raw_age_year","Oversampling","protected","2yr",0.73132399322135
"Method_A","7:3","raw_age_year","Oversampling","protected","2yr",0.744122116736048
"Method_B","7:3","raw_age_year","Oversampling","protected","2yr",0.744122116736048
"Method_C","7:3","raw_age_year","Oversampling","protected","2yr",0.744122116736048
"Method_A","8:2","raw_age_year","Oversampling","protected","2yr",0.664215409992502
"Method_B","8:2","raw_age_year","Oversampling","protected","2yr",0.664215409992502
"Method_C","8:2","raw_age_year","Oversampling","protected","2yr",0.664215409992502
"Method_A","1:2","age_cat_compas","Oversampling","protected","2yr",0.693635545738335
"Method_B","1:2","age_cat_compas","Oversampling","protected","2yr",0.693635545738335
"Method_C","1:2","age_cat_compas","Oversampling","protected","2yr",0.693635545738335
"Method_A","6:4","age_cat_compas","Oversampling","protected","2yr",0.73132399322135
"Method_B","6:4","age_cat_compas","Oversampling","protected","2yr",0.73132399322135
"Method_C","6:4","age_cat_compas","Oversampling","protected","2yr",0.73132399322135
"Method_A","7:3","age_cat_compas","Oversampling","protected","2yr",0.744122116736048
"Method_B","7:3","age_cat_compas","Oversampling","protected","2yr",0.744122116736048
"Method_C","7:3","age_cat_compas","Oversampling","protected","2yr",0.744122116736048
"Method_A","8:2","age_cat_compas","Oversampling","protected","2yr",0.664215409992502
"Method_B","8:2","age_cat_compas","Oversampling","protected","2yr",0.664215409992502
"Method_C","8:2","age_cat_compas","Oversampling","protected","2yr",0.664215409992502
"Method_A","1:2","age_cat_nij","Oversampling","protected","2yr",0.693635545738335
"Method_B","1:2","age_cat_nij","Oversampling","protected","2yr",0.693635545738335
"Method_C","1:2","age_cat_nij","Oversampling","protected","2yr",0.693635545738335
"Method_A","6:4","age_cat_nij","Oversampling","protected","2yr",0.73132399322135
"Method_B","6:4","age_cat_nij","Oversampling","protected","2yr",0.73132399322135
"Method_C","6:4","age_cat_nij","Oversampling","protected","2yr",0.73132399322135
"Method_A","7:3","age_cat_nij","Oversampling","protected","2yr",0.744122116736048
"Method_B","7:3","age_cat_nij","Oversampling","protected","2yr",0.744122116736048
"Method_C","7:3","age_cat_nij","Oversampling","protected","2yr",0.744122116736048
"Method_A","8:2","age_cat_nij","Oversampling","protected","2yr",0.664215409992502
"Method_B","8:2","age_cat_nij","Oversampling","protected","2yr",0.664215409992502
"Method_C","8:2","age_cat_nij","Oversampling","protected","2yr",0.664215409992502
"Method_A","1:2","raw_age_year","Male Only","protected","2yr",0.732447432136412
"Method_B","1:2","raw_age_year","Male Only","protected","2yr",0.732447432136412
"Method_C","1:2","raw_age_year","Male Only","protected","2yr",0.732447432136412
"Method_A","6:4","raw_age_year","Male Only","protected","2yr",0.70980141495872
"Method_B","6:4","raw_age_year","Male Only","protected","2yr",0.70980141495872
"Method_C","6:4","raw_age_year","Male Only","protected","2yr",0.70980141495872
"Method_A","7:3","raw_age_year","Male Only","protected","2yr",0.695628473167825
"Method_B","7:3","raw_age_year","Male Only","protected","2yr",0.695628473167825
"Method_C","7:3","raw_age_year","Male Only","protected","2yr",0.695628473167825
"Method_A","8:2","raw_age_year","Male Only","protected","2yr",0.696861898605661
"Method_B","8:2","raw_age_year","Male Only","protected","2yr",0.696861898605661
"Method_C","8:2","raw_age_year","Male Only","protected","2yr",0.696861898605661
"Method_A","1:2","age_cat_compas","Male Only","protected","2yr",0.732447432136412
"Method_B","1:2","age_cat_compas","Male Only","protected","2yr",0.732447432136412
"Method_C","1:2","age_cat_compas","Male Only","protected","2yr",0.732447432136412
"Method_A","6:4","age_cat_compas","Male Only","protected","2yr",0.70980141495872
"Method_B","6:4","age_cat_compas","Male Only","protected","2yr",0.70980141495872
"Method_C","6:4","age_cat_compas","Male Only","protected","2yr",0.70980141495872
"Method_A","7:3","age_cat_compas","Male Only","protected","2yr",0.695628473167825
"Method_B","7:3","age_cat_compas","Male Only","protected","2yr",0.695628473167825
"Method_C","7:3","age_cat_compas","Male Only","protected","2yr",0.695628473167825
"Method_A","8:2","age_cat_compas","Male Only","protected","2yr",0.696861898605661
"Method_B","8:2","age_cat_compas","Male Only","protected","2yr",0.696861898605661
"Method_C","8:2","age_cat_compas","Male Only","protected","2yr",0.696861898605661
"Method_A","1:2","age_cat_nij","Male Only","protected","2yr",0.732447432136412
"Method_B","1:2","age_cat_nij","Male Only","protected","2yr",0.732447432136412
"Method_C","1:2","age_cat_nij","Male Only","protected","2yr",0.732447432136412
"Method_A","6:4","age_cat_nij","Male Only","protected","2yr",0.70980141495872
"Method_B","6:4","age_cat_nij","Male Only","protected","2yr",0.70980141495872
"Method_C","6:4","age_cat_nij","Male Only","protected","2yr",0.70980141495872
"Method_A","7:3","age_cat_nij","Male Only","protected","2yr",0.695628473167825
"Method_B","7:3","age_cat_nij","Male Only","protected","2yr",0.695628473167825
"Method_C","7:3","age_cat_nij","Male Only","protected","2yr",0.695628473167825
"Method_A","8:2","age_cat_nij","Male Only","protected","2yr",0.696861898605661
"Method_B","8:2","age_cat_nij","Male Only","protected","2yr",0.696861898605661
"Method_C","8:2","age_cat_nij","Male Only","protected","2yr",0.696861898605661
"Method_A","1:2","raw_age_year","Female Only","protected","2yr",0.278233684179608
"Method_B","1:2","raw_age_year","Female Only","protected","2yr",0.278233684179608
"Method_C","1:2","raw_age_year","Female Only","protected","2yr",0.278233684179608
"Method_A","6:4","raw_age_year","Female Only","protected","2yr",0.0126585674178585
"Method_B","6:4","raw_age_year","Female Only","protected","2yr",0.0126585674178585
"Method_C","6:4","raw_age_year","Female Only","protected","2yr",0.0126585674178585
"Method_A","7:3","raw_age_year","Female Only","protected","2yr",0.261883538085868
"Method_B","7:3","raw_age_year","Female Only","protected","2yr",0.261883538085868
"Method_C","7:3","raw_age_year","Female Only","protected","2yr",0.261883538085868
"Method_A","8:2","raw_age_year","Female Only","protected","2yr",0.167145052029611
"Method_B","8:2","raw_age_year","Female Only","protected","2yr",0.167145052029611
"Method_C","8:2","raw_age_year","Female Only","protected","2yr",0.167145052029611
"Method_A","1:2","age_cat_compas","Female Only","protected","2yr",0.278233684179608
"Method_B","1:2","age_cat_compas","Female Only","protected","2yr",0.278233684179608
"Method_C","1:2","age_cat_compas","Female Only","protected","2yr",0.278233684179608
"Method_A","6:4","age_cat_compas","Female Only","protected","2yr",0.0126585674178585
"Method_B","6:4","age_cat_compas","Female Only","protected","2yr",0.0126585674178585
"Method_C","6:4","age_cat_compas","Female Only","protected","2yr",0.0126585674178585
"Method_A","7:3","age_cat_compas","Female Only","protected","2yr",0.261883538085868
"Method_B","7:3","age_cat_compas","Female Only","protected","2yr",0.261883538085868
"Method_C","7:3","age_cat_compas","Female Only","protected","2yr",0.261883538085868
"Method_A","8:2","age_cat_compas","Female Only","protected","2yr",0.167145052029611
"Method_B","8:2","age_cat_compas","Female Only","protected","2yr",0.167145052029611
"Method_C","8:2","age_cat_compas","Female Only","protected","2yr",0.167145052029611
"Method_A","1:2","age_cat_nij","Female Only","protected","2yr",0.278233684179608
"Method_B","1:2","age_cat_nij","Female Only","protected","2yr",0.278233684179608
"Method_C","1:2","age_cat_nij","Female Only","protected","2yr",0.278233684179608
"Method_A","6:4","age_cat_nij","Female Only","protected","2yr",0.0126585674178585
"Method_B","6:4","age_cat_nij","Female Only","protected","2yr",0.0126585674178585
"Method_C","6:4","age_cat_nij","Female Only","protected","2yr",0.0126585674178585
"Method_A","7:3","age_cat_nij","Female Only","protected","2yr",0.261883538085868
"Method_B","7:3","age_cat_nij","Female Only","protected","2yr",0.261883538085868
"Method_C","7:3","age_cat_nij","Female Only","protected","2yr",0.261883538085868
"Method_A","8:2","age_cat_nij","Female Only","protected","2yr",0.167145052029611
"Method_B","8:2","age_cat_nij","Female Only","protected","2yr",0.167145052029611
"Method_C","8:2","age_cat_nij","Female Only","protected","2yr",0.167145052029611
"Method_A","1:2","raw_age_year","Weighting","protected","2yr",0.73516274207143
"Method_B","1:2","raw_age_year","Weighting","protected","2yr",0.73516274207143
"Method_C","1:2","raw_age_year","Weighting","protected","2yr",0.73516274207143
"Method_A","6:4","raw_age_year","Weighting","protected","2yr",0.717542695234233
"Method_B","6:4","raw_age_year","Weighting","protected","2yr",0.717542695234233
"Method_C","6:4","raw_age_year","Weighting","protected","2yr",0.717542695234233
"Method_A","7:3","raw_age_year","Weighting","protected","2yr",0.702010827443435
"Method_B","7:3","raw_age_year","Weighting","protected","2yr",0.702010827443435
"Method_C","7:3","raw_age_year","Weighting","protected","2yr",0.702010827443435
"Method_A","8:2","raw_age_year","Weighting","protected","2yr",0.700152640058698
"Method_B","8:2","raw_age_year","Weighting","protected","2yr",0.700152640058698
"Method_C","8:2","raw_age_year","Weighting","protected","2yr",0.700152640058698
"Method_A","1:2","age_cat_compas","Weighting","protected","2yr",0.73516274207143
